string_value,Category
"Shana was rude to me during my conversation with her. I was being asked to show her what happens with the problem, but it is impossible to show, I could only explain as it does not happen all the time. I gave up, and now she has closed my incident. I hope never to come across her again. This is my VERY 1ST complaint of IT support in all our years.",no_resolution
I though it was solve. Need help still,no_resolution
"The ticket was closed, not sure why. My manager Shelley A Russell approved and requested this ""must answer line on my office desk top phone"".",no_resolution
didn't  help .did not resolve at al,no_resolution
did not fix problem,no_resolution
"it has been a frustrating process, I filled out a ticket 3 weeks ago and the problem was never resolved.",no_resolution
"We have been having the same issue for over two months now, and it is still not resolved. My ticket was closed with the note stating it was resolved.",no_resolution
"problem is not resolved, so I re-opened the ticket",no_resolution
"Issue is still not resolved; never received an outreach from anyone but received this message saying the it ""has been resolved."" Still unable to share my screen.",no_resolution
"I was reached on Wednesday morning and did communicate on Wednesday with IT through teams but didn't reply back my response until Friday again since i was out of clinic on thursday and I had already received an email on thursday that my ticket was closed because of provider nonresponse. So i'm going to be opening another case as the issue wasn't resolved and the case was closed preemptively. I think it's more reasonable to give providers a few days for response  instead of closing the ticket and causing more work for us. This was already my third time reaching out to IT for this issue, and now i'll be reaching out again for a 4th time and given the busy schedules we have it's not easy to do such back and forth with different IT people to get issues resolved.",no_resolution
"My issue is not resolved. I waited three hours, they sent an email telling me it was fixed, and it wasn't. Now I have to go back to the beginning of the queue and wait again. Not fair !! I wasted a whole day on this. Got NOTHING done.",no_resolution
INC12567195 was closed 7 minutes after it was opened. The issue stays unresolved. Tickets are expeditiously closed with no resolution,no_resolution
"The agent was nice and did her best to help me. We were unable to resolve the issue, but this was not due to the agent.",no_resolution
"I received no help whatsoever. No solution, no clarification, no follow up. No nothing. Completely useless waste of time. Thanks for absolutely nothing.",no_resolution
"I received NO support. This ticket was ""resolved"" and no one contacted me. Survey is in reference to INC12557591. Please correct my contact information. I am not in 408 area code. My number is 510-421-0932.  Please call me.",no_resolution
Technician was pleasant and helpful but wasn't able to fix my issue of being locked out of KPHC.  Not his fault.  He provided information on who I needed to contact.,no_resolution
This work was never completed.  Was hoping that if they couldn't help (unable to give access) that they would call me to figure out next steps.,no_resolution
Not resolved.  Agent wrote down incorrect telephone number.,no_resolution
"Never fixed issue, still unresolved. It is affecting patient care adversely.",no_resolution
I still cannot remote into my desktop.  Issue is unresolved.,no_resolution
"My issue was not resolved at all. It is frustrating that the person I spoke with was not able to solve the issue I called about. I need to be able to use secure print from any computer I log into. Seems like this may be an organizational issue, as I have had this problem before, and it was not properly resolved at that time either. Please fix this.",no_resolution
My issue was not resolved.,no_resolution
"The application is still not resolved, please continue to get my remote client access thanks

It says to contact administrator when signing in.",no_resolution
This problem was never resolved!,no_resolution
"I have no idea if the issue is resolved.  I received multiple confusing emails which indicated ""do not reply""",no_resolution
waited 2 hours just to get someone on the phone then they took over the computer and did absolutely nothing. Forced to start all over,no_resolution
"The issue was not solved but Daniel was terrific.  We did the best we could and he was professional, knowledgeable, and supportive",no_resolution
I still can't log in and I am still locked out.  The assistant manager has also contacted you and it's still unresolved.  Thanks,no_resolution
No one contacted me.  Nothing was done.  The request has not been completed.,no_resolution
It did not get resolved - waited forever for a call back and then phone call was dropped,no_resolution
This issue has NOT been resolved.,no_resolution
My issue was NOT resolved my printer is still not printing and my request was closed,no_resolution
It has been 1.5 months and still no solution .... at one point my ticket sat unnoticed for a month. I have been repeatedly shuttled to different dept. all saying another dept. is responsible.,no_resolution
"I original ticket was placed 9/1 and on 10/5 the issue is still not resolved and data is still missing despite ticket being closed. Please reopen ticket #inc12305367.  I have screen shots of unsolved issue but cannot upload them here. Please contact me at 916-207-5551. Thank you, Malia La Vallee",no_resolution
issue has not been resolved,no_resolution
The keys continue to stick. Issue not resolved for ticket # INC12565417,no_resolution
Ticket was closed and incident not resolved- creating inability for MDs to get into charts left open by a staff member who went out on emergent LOA,no_resolution
Copier/Printer AM4373303 is still putting out very bad copy - black toner is smearing across pages,no_resolution
2ND TICKET OOENED; FIRST TIME THE TECHNICIAN DID NOT PUT 9 IN BEGINNING OF PHONE NUMBER. SO SPEED DIAL DID NOT WORK,no_resolution
I am still having issues with the aruba,no_resolution
No one has contacted me regarding this issure.,no_resolution
My HR Connect issue is NOT resolved as I received an email that it was.,no_resolution
"the service technicians came to look at the printer and stated that it is not repairable and stated that I would be receiving a call for a replacement.  However, I get an email stating that the incident has been resolved with the close code of: Restored
and the incident was resolved with the close notes of: Onsite Solution.
I am not sure what this means.",no_resolution
"The job was not fixed or resolved, I have no access to Health Connect now and still no access to remote client or orders admin tab.",no_resolution
"I do not have ED access- I can ""log in"" to ED but my screen remains unpopulated. This occurred 10/3/21 when I first tried to Log In to ED. 
Service desk was notified and an incident ticket created.
I still do not get the view that ED staff see when they log in.",no_resolution
Still having issues,no_resolution
"I got an email the issue was resolved, but it is not. Computer screen is still not working.",no_resolution
"My issue was not resolved. Per KPIM my common membership access is still active. Also, I never had to ask my leader to submit a IT access request for me. I was able to submit IT tickets for system access in the past and if manager approval was required, that request was routed to my manager for approval. Did this process change?",no_resolution
it was not resolved. have to call back to customer service again,no_resolution
"I submitted my request and did not hear back for one month, and then the team that reached out did not read my description and was not helpful in their email communication, so I just gave up and didn't get an answer because it was taking too much time.",no_resolution
Computer upgrade to windows 10 during a full schedule!!! Help desk reps help you reboot! This didn’t fix the problem.. still not able to log in.. to reboot 10 x while all patients virtual visits are interrupted and ineffective is terrible!  Computer still out and physician is back on hold.. this is useless,no_resolution
the mainframe is still not working on the computer  and it took over an hour for them to call me back.,no_resolution
I didn't get the issue taken care of. I can not access the ATM website and they gave me over to Local Time Coordinator department who doesn't help with not being able to access it... So the issue has NOT been resolved.,no_resolution
"just took a long time and a few follow up calls, there is another ticket I opened up but it still has not been resolved. 
thank you",no_resolution
provided misinformation and bounced around. your teams have a track record for closing out tickets without providing resolution. My issue has not been solved but the ticket was closed.,no_resolution
"Local IT has no response for the urgent call. No message left for me to call back. When I called local IT person, no answer. left message, still has no answer until now. I called back to help desk around 1:20 pm, the gentleman helped me to solve the issue temporally, still need local IT to work on my station.",no_resolution
I am a RN in Resp clinic and I still after 5 days do not have access to Epic. This has prevented me from taking my own patient care load because I cant chart  plz help,no_resolution
"I just came back to my computer and the issue is still happening. I do not know of anyone ""fixing"" this problem.",no_resolution
"Please help me. 

I’ve been misdirected repeatedly and can’t resolve this issue. 
The manager of these three employees is on an unexpected leave of absence. I am the covering manager. 
These three new employees need access to COMMON MEMBERSHIP to do their job.  
I’ve looked in KPIM to see if I can change the approver. I don’t see any options. 
If you do not have Kaiser Permanente Building as an option, then what can I choose? We work from KPB in Portland, Oregon. 
Submit a new request through KPIM or through Service Now? 
I’m sorry I don’t understand why I can’t resolve this issue. 





Regards,  

Cynthia Y. Rubio RN, BSN, MHA
Associate Director
     Clinical Review, Regional Referral Center, &
     Specialized Medical Ability Resource Team (SMARTeam) 

Permanente Medicine
Northwest Permanente, PC
500 NE Multnomah Street, Ste. 100, 8th Floor 
Portland, OR 97232
503-813-4583 (office) | 49-4583 (tie-line)
cynthia.y.rubio@kp.org

Out of the Office: 
Sept 9th and 10th 
Oct 8th to 11th 

From: Ahamed Fazeeth <ahamed.X.Fazeeth@kp.org> 
Sent: Wednesday, October 6, 2021 5:39 PM
To: CYNTHIA Y RUBIO <Cynthia.Y.Rubio@kp.org>
Cc: IAM IDM OPS-IREG <IAMIDMOPS@kp.org>
Subject: INC12608723-Please change the approver on 3 requests 4418116, 4418084, 4418035

Greetings Cynthia,
We have received your request stating that ""Please change the approver on 3 requests 4418116, 4418084, 4418035"".

We don’t have this facility in KPIM to change request approver to different manager. 

I request you to update manager information whomever available and post that please submit a new request for the same.

Please let us know if you need any further help and i am resolving this ticket now.

Thanks and Regards 
Ahamed Fazeeth
Health Plan and Risk Technologies Application Services,
IT Operations, Application Resiliency Services 
Kaiser Permanente
Accenture LLP
 
ahamed.x.fazeeth@kp.org
+91 9042956232
NOTICE TO RECIPIENT:  If you are not the intended recipient of this e-mail, you are prohibited from sharing, copying, or otherwise using or disclosing its contents.  If you have received this e-mail in error, please notify the sender immediately by reply e-mail and permanently delete this e-mail and any attachments without reading, forwarding or saving them. v.173.295  Thank you.",no_resolution
My issue has not been resolved - I have contacted numerous people with no luck in getting the issue fixed.,no_resolution
Issue is not resolved.,no_resolution
it didnt get fixed said i have to call HR,no_resolution
"The issue was never resolved. I received an email that it  was, but no one ever came to fix my cpu. It is still acting up.",no_resolution
Nothing has been helped.  This is very disappointing.,no_resolution
"the problem is still not solved.  Told to call Verizon, which i did.  verizon needs to speak to someone who can authorize them getting into the account.  KP IT then transferred me to another phone number, which was a voicemail.  Please help me resolve this!",no_resolution
"if the technician is changing the CPU, or restart/reinstall any software, I would recommend then to check if all the devices connected to that computer are working properly, so the nurse does not have to place another ticket and the technician does not need to comeback.  The badge reader (WaveID) is not working after the computer was repaired/replaced.",no_resolution
"It would be nice to have the policy included in email if it is the reason for a denied request.  Again, an interaction to discuss would have been appreciated.  Ticket closed without resolving the actual issue or a discussion of options.",no_resolution
"frustrated, directed by IT staff to use this and  it was incorrect and did not solve the issue of name change that I was requesting.",no_resolution
"The Tech on Service Now wrote, Human error, this was not a human error, the computer is out of memory, therefore, not able to retrieve the much needed information/documents.  No effort to assign new ticket for new computer.  The wait time of over an hour to speak with someone is ridiculous",no_resolution
"I am a provider busy with patient care.  Service desk wanted to put in a ticket and your team calls me sometime over the next few days even though my issue was impacting my direct patient care (a urgent issue).  Then you call me with caller ID WIRELESS CALLER shows up on my phone while I am with patients, i don't answer it because I think this is a spam call. Then I am informed that my ticket has been closed since you have been unable to reach me.  Very frustrating experience for a issue that was directly impacting patient care.  That is not how the Service Desk should hand this in my opinion.",no_resolution
Issue could not be fixed per IT.,no_resolution
"This is the second time this incident has been ""resolved"" and yet phone still not functional.  Please contact me",no_resolution
The wrong phone cord was replaced.  We still have a non working phone in the ICN,no_resolution
the ticket was closed and the issue is not resolved.,no_resolution
"My issue is not resolved.  I was told to call HD for help with my windows password, which is working fine.  My account says it is blocked.  Now I am going to need to assign my work to another team member and it will likely go to prod late.  This was a giant waste of time, and I guess I need to find help outside of trying to use SNOW.",no_resolution
"The issue that was asked, was not addressed.  The issue is why is it showing as a fallout on a date when the pt was not here and there is no documented encounter.",no_resolution
Issue is NOT resolved.  No name change was done in HC as requested.,no_resolution
"My issue was not resolve, I have reach out to a different department per recommendation.",no_resolution
The issue is not resolved as the PC refresh provided equipment that does not meet the minimum spec required for my accommodations.,no_resolution
"Please do not close this ticket. it has been 3-4 weeks, the IT specialist has not return the aruba to me. he took it to reset it maybe 3 weeks ago. I still has not gotten it back. I feel hopeless.",no_resolution
This issue has not been resolved.  The wrong toner was sent as replacement.,no_resolution
Even with the international services plan my cell is still not able to work so will continue to work with MaaS on this..,no_resolution
My issue was not resolved...still cannot accept a call from Teams.,no_resolution
simple fix wasn't handled by VMC IT caused me to miss my shift,no_resolution
The problem is not resolved. The fax/printer still does not work.,no_resolution
"Having nothing but problems concerning this insurance claims printer that needed the new toner cartridge. Took weeks to get the new cartridge. Also supposed to be on an automatic re-order/delivery basis. A new one used to be automatically re-ordered and dropped off here about halfway or so through the toner/ink cycle.  In addition and even more of a problem, this printer was supposed to be replaced with a new one, first requested back on May 27th. There are repeated top cover jams where I have to remove the cartridge, take out the two pieces of claims printer that jammed, put back the cartridge, etc...Was told by Stephen Leonard at PRiinter services that new printers have finally arrived and one was to be delivered here the week of 9/27/21 but still have  not heard anything and no updates.  So overall  not having a very frustrating experience concerning this.",no_resolution
"CC Pulse is not working, still has blue circle spinning",no_resolution
"The issue is not resolved. I never talked to a person to explain anything. Ticket was closed without resolving anything, and now this issue has been persisting 5+months. This is the forth time a ticket has been closed without resolution.",no_resolution
Problem not resolved,no_resolution
My issue is still not resolved,no_resolution
They did not resolve my issue only emailed me to complete the request form that I have already completed and submitted several weeks ago! Still do not have updated information in OneLink,no_resolution
I believe my password was changed without my knowledge.  How can you just close the ticket without having a conversation with me? I am concerned about fraud and I do not believe you handled this well AT ALL! Please contact me so we can discuss the issue. 925-785-3139,no_resolution
The issue was not resolved.  now I have to do this all over again.,no_resolution
"My Issue isn't resolved, still haven't received reimbursement for mileage.",no_resolution
"website was confusing. Couldnt select the option of what was actually happening or write a explination. Tech arrived when I was in session, but was able to  come back. Only to say the printer needed and update, but did not update or fix resolve the problem. This whole thing has ben a GIANT waste of time.",no_resolution
"My email still logs off, and spins.",no_resolution
"It says it was resolved, but I haven't heard back yet.",no_resolution
Incident not resolved,no_resolution
"The person assigned to ""resolve"" my issue spent most of the time trying to convince me that there was no issue rather than looking into it further and actually resolving it. She told me that the reason I was assigned a Manager specific training (even though I am not a Manager) is because of my job code family. I don't buy it as I have a colleague with the exact same job title and her Harrassment training was specific to Employees (as mine should have been). Rather than continuing to debate this with her, I just agreed to complete this Manager training. Very poor customer service!",no_resolution
"When calling this department today, the rep could have provided me with additional information about Ping and not just provided a number for me to register account.  So now what do I do?  Rep was not helpful at all and seemed in a hurry to get off the phone.",no_resolution
"Problem has not been resolved and yet this says it's resolved. So, I'm not satisfied.",no_resolution
many weeks and many resources could not resolve why my SSO does not work,no_resolution
I do not understand the answer I got. The solution did not work.,no_resolution
the request is not resolved and the ticket is showing as resolved,no_resolution
"Continuously happens saying completed and still the issue is there.  I was told an IT person would contact me to ensure this was corrected, never happened and closed stating completed and the issue is still there.  BEYOND FRUSTRATING",no_resolution
Very frustrated with this process.  The ticket has been open for over 22 days with me sending multiple inquiries for an update with no response.  I finally received a response today stating the ticket is closed and the issue has not been resolved.,no_resolution
"my problem is not fixed I still ca not access Mainframe, and this is impacting patient care . I can not do my job.",no_resolution
"The tech was very professional and polite. He put me on hold to explore the issue. Ultimately, I was given suggestions to fix the problem. Suggestions didn't work.",no_resolution
we are still having the problem with all three of the 4x1 zebra printers as of 10/27/2021.,no_resolution
"Nothing has fixed, no one contacted me, and I have wasted a lot of time. So so far, this hasn't been great",no_resolution
"The request was not completed as submitted on ticket, the issue was not resolved",no_resolution
this was never resolved,no_resolution
still not resolved.  11 days out from first call and issue still not resolved.,no_resolution
"Technician was very helpful and tried to resolve the issue. In the end though, the issue was not resolved and I had to make another call to the service desk.",no_resolution
"problem not fixed , I have called 3x now.

thank you",no_resolution
issue wasnt solved sent a link for chat and they couldnt help either,no_resolution
"I did not receive any password reset, it has been over an hour or so. They stated that it would be given in 30min from the time they stated.",no_resolution
IT was very helpful but could not fix the problem. I had a deadline to submit some scanned paperwork and could not do so via my KP computer so I took the hour it would have taken to work with another IT specialist to do an old fashioned work around- sent hard copies interoffice mail.,no_resolution
"This incident was closed without reaching out to me and discussing what the issue was. 
The technician who handle this incident requires coaching.",no_resolution
"The email with the ""directions"" was less then helpful. The technician does NOT respond. I will be resubmitting a ticket to get adequate help.",no_resolution
I got a closed ticket notice but no one ever came out to fix the issue.,no_resolution
Incident not resolved. Will have to call to re-open the ticket,no_resolution
"The wait time was longer than indicated, however I was able to get the incident resolved while on the phone with the Help desk.  Don't like that I'm still having the same issue I was having this past Friday and Monday of this week.",no_resolution
"i tried to explain that the delay in time was really only evident while I am doing my work, documenting, reviewing sections of the chart,etc.  It is not possible to say it is fixed by doing a few little clicks here and there.  I was also told on Wednesday that this was not unique to me and that others had reported the same thing. I was told today it was my machine.  I also found it extremely difficult to work via team s rather than the support portal which allows the support person full access to my my computer. I simply got too frustrated today to carry on.  My problem is not solved, but I am behind with my work.  I will pursue with a new ticket next week",no_resolution
"issue is not resolved, no one came to fix the issue",no_resolution
"We didn't see anyone come to the office to fix the issue.
Ticket was closed without verifying if the problem was solved.",no_resolution
the issue is NOT resolved... I still cannot get onto my benefits by design webpage to choose these benefits... and enrollment is over midnight tonight,no_resolution
Not satisfied.  Felt rushed and issue was not resolved or explained well.,no_resolution
"I received no help, no contact, and was completely ignored. I don't understand the incident ticket was resolved when I received no help or resolution.",no_resolution
I received a message that this ticket was resolved but the problem has not been fixed,no_resolution
Issue is still not resolved and I’m unable to do any work!!!,no_resolution
"issue not resolved. I emailed Rachel Lacure, guessing she worked this ticket",no_resolution
problem remains unfixed. new ticket created. this is second computer replaced with same problem persisting,no_resolution
"My issue wasn't listed, and was no offered any assistance.",no_resolution
My ticket was closed with vague instructions on how to resolve my issue. This ticket should not have been closed since it was not resolved.,no_resolution
"Issue is still unknown as to root cause, but I agreed to allow the ticket to be closed as the error message from Office 365 is very non-descript and my laptop and applications appear to be running ok.  Determined with the Tech that I am on the current release of Office 365.",no_resolution
"Why was the ticket closed? The issue is NOT resolved. THey investigated what they ""Thought"" was the issue, I replied to their message with no additional response. I'm still having problems I will have to open the issue again. This is very FRUSTRATING.",no_resolution
Ticket is closed without resolving.  Neither was any attempt made to contact me. I opened INC since it was urgent yet after several days it was closed without completing nor there was an attempt made to complete it. I am strongly unsatisfied how the support team handled this INC.,no_resolution
"Richard, IT stated he was sending ticket to local IT to possible have my hard drive updated because my computer takes 6+ mins to boot up at the beginning of each shift. His advice was for me to get on computer earlier and drink a cup of coffee while my computer boots up. Not helpful and  I received email that my computer issue was resolved though it is not and no contact from local IT occurred. Thank you.",no_resolution
My issue is not resolved yet.  The IT guy just sent me an email of one of the report I was trying to download.  The IT guy didn't reach out to me explaining what happened and if it's working for me.  The issue is not resolved yet.  This was poorly executed.,no_resolution
"Problem was not resolved, technical support was poor.",no_resolution
"issue was not resolved, it took at least 3 to 4 days to respond to my initial incident report and still now its been 2 weeks and issue has not been resolved.",no_resolution
I want to talk to a real person.  My question was not answered.  I am REALLY frustrated with this system.,no_resolution
My problem was not resolved.,no_resolution
The issue still exists.,no_resolution
the issue wasn't resolved.,no_resolution
"I didn't receive any support, the phone # still isn't active.  Please re-open the Incident ticket #.
Please contact me at 415-533-4500.  thanks!",no_resolution
I was never contacted by the level 2 support team and my issue is not resolved. They just closed my ticket without getting more information from me.,no_resolution
"My case still will not close, I was told it was a ongoing issue.",no_resolution
"TIcket is closed, but no resolve?",no_resolution
"I waited a very long time on the phone. no one ever contacted me regarding this ticket. the problem went on for 2 days. I go no support for this issue.
What is the ""level 2"" support team? I never had any follow up.",no_resolution
did not resolve issues with the printer,no_resolution
My original request is still not fixed.  3rd call today.,no_resolution
My issue that had brought up almost a year ago was never resolved. And I just received notification that the ticket is closed.,no_resolution
This is NOT resolved.  I am having the same problem accessing my chart via my laptop using Chrome and Internet Explorer. I have already done the deletion and uploading of KP appt 2 weeks ago and I am still having the same problem. Please have an agent call my cell number at 408-206-5773,no_resolution
The issue is not resolved.  I had an appointment that James canceled. He offered the next day but I responded I did not work and offered the rest of my schedule. I did not hear back.,no_resolution
"I was out of the office sick for a couple days 11/22/2021 and 11/23/2021. I came back into office to find that my case had been closed out. I did follow the instruction left for me via Skype. But there was no follow-up regarding the error prior to closing the case to know if the resolution even worked. The wrap up button issue was still never addressed. I closed the Interaction by exiting the interaction. I was not told whether or not this is a permanent work-around for this issue should it arise again, or if the error of the wrap-up button is being addressed and I should open a ticket if it happens again.",no_resolution
"You can tell Level 2 support - Khanh M. Truong did not read the ticket or issue.  Made no attempt to contact me for further details, just closed and resolved the ticket.  However the issue is far from resolved as I still cannot access POC environment via  AdminText.  Please train support to read tickets carefully.  This is the 2nd ticket that has been closed for me without the tech reading the details in the past 3 weeks.",no_resolution
problem not solved at all,no_resolution
"Incident is found set to resolved without solving the issue and with a note that user requested ticket closure  which I have not. Also no interim updates except an auto generated notification stating engineers assigned and looking into the issue, but could see incident resolved without solving the issue, completely not satisfied",no_resolution
My concerns were not communicated correctly and the  issue was not resolved.,no_resolution
not resolved. unable to log in still,no_resolution
Issue not resolved. I still can't view my TIME CARD,no_resolution
The issue is still not resolved.,no_resolution
Ticket was closed without any action,no_resolution
"The person who fixed my computer by instructing me on how to reset the BIOS was the individual who answered the phone when I called the National IT Services the 2nd time to follow up on my ticket. It did no resolve by restarting my computer. So, thank you to that individual. I unfortunately didn't catch his name.",no_resolution
Never resolved. No one ever came to look at it,no_resolution
"It is never fixed, I was here the whole day, no body came, and now it showed it has been resolved, but the problem still exists.",no_resolution
"Agent was rude and was not eager to help. He kept giving excuses as to why he couldn't give me the Healthstream phone #. Issue was not resolved,",no_resolution
"issues was not resolved, once ticket went to SharePoint support I was not contacted. comment says I am responsible for permissions, site has worked for years and then all of a sudden i's read only, I'm also having trouble seeing in my list of sites although it shows I'm a member.",no_resolution
This is still not installed correctly.  Now it blinks and has an issue.  It will not read any badges.  My original request for this scanner was many months ago.  I DO NOT HAVE A working badge scanner. They did not complete the request.,no_resolution
"unfortunately, my inquiry wasn't solved. need to contact 888-457-4872 to get more information.",no_resolution
Nobody showed and I am still having the problem. This has not been resolved.  I still need someone to look at my computer.,no_resolution
"Please give me a call, issue is not resolved. Thank you",no_resolution
"Nothing was resolved, ticket canceled! Support did not contact me! Still having same issue!",no_resolution
My issue still has not been resolved!!!!!!,no_resolution
The ticket was closed without fixing the issue.,no_resolution
"My issue was not fixed.  The agent didn't contact me to discuss the problem.  The case was ""resolved"" without any opportunity to discuss it with anyone in person.  Please have the agent leave their contact info prior to ""resolving"" the issue.",no_resolution
"My problem was not fixed, so I'm going to have to call the help desk back :(",no_resolution
"Ticket was closed as Human Error, stating I need to pull up member using Chart, etc WHICH IM DOING and it STILL DOES NOT WORK. This creates further delay in patient care. No one called me or otherwise tried to see if the problem persists on my side, which is does. After waiting a week I would at least expect follow through instead of just closing up the ticket WITHOUT DOING ANYTHING WHATSOEVER.",no_resolution
"My problem is still not resolved
Reflections is not working",no_resolution
I am not satisfied with the Storage Group that handled INC#12726763.  I opened the ticket on 10/20/2021 and they never contacted me regarding any issues associated to the ticket.  I had to contact Service Now and found that no one worked on this ticket.  Spoke to the Storage group and they informed me that I had to create another ticket.  Why did I have to wait over a month to get a answer.  And the  issue is still not resolved.,no_resolution
It was not fixed.,no_resolution
My ticket was closed before it was resolved. I had to call multiple times. It is still not resolved.,no_resolution
Unknown if issue is fixed. We now cannot access the desktop that held our files and programs,no_resolution
"I was very dissatisfied. This issue was not resolved. And it certainly wasn't ""human error."" The O365 team archived the Team site. It was never restored, and I had to recreate the team. Truly inefficient and inconvenient for all team members.",no_resolution
I got an email that it was resolved but my issue hasn't changed.,no_resolution
"There is a disconnect regarding the communication. I received a message to update them if the problem was resolved but there was no way to respond to let the IT staff know it was or was not resolved. Instead I had to hunt down an email to send.  Perhaps there was a way to respond, but it was not clear.",no_resolution
No confirmation that anything was done or what the problem was. Not sure if the problem is resolved.,no_resolution
my badge still does not work,no_resolution
"Issue was never worked on, no one contacted me. I resolved this manually to remove it from my profile",no_resolution
Zero help.  No understanding of what to do.  4 hours of being passed from department to department.  Still no resolution.,no_resolution
Ticket was closed even though the issue is not resolved.,no_resolution
My issue was not resolved,no_resolution
still ongoing. will be getting new lap top soon.   but so far all is good.  thank you for help,no_resolution
"Unable to be able to print the checks, after over two hours of effort to debug and fix the app. Still can't print, but I can not blame the IT tech who helped.",no_resolution
Issue is not resolved yet...still working on it with Cheri Husson.  Thank you.,no_resolution
I still have no access to TIME even with talking to 2 IT staff support and having a ticket put in.,no_resolution
I got a message this issue was resolved and that it was due to Human Error. No one ever contacted me and I am still having the same issue with SalesConnect login.,no_resolution
The ticket was closed and I had to call back.,no_resolution
"I am a nurse practitioner in wound care, have had this same issue for >1 year of patients not being able to find me in the kp.org system and send me message. This issue has still not been resolved and continues to breed dissatisfaction among patients that they are unable to reach me electronically. Would still like this to be fixed as soon as possible.",no_resolution
"the issue still has not been resolved. I just printed a paper and there are still smudges on the right upper side. Customer service was excellent, but the problem with the printer was not resolved.",no_resolution
Problem was not really resolved and I expect others will have the same issue at some point. No explanation provided by team that ended up with the INC.,no_resolution
Sat on hold for 1hr never got through. issue was not fixed.  Went on line and did not get fixed. states to turn off printer and restart . still a scanner failure. NOT fixed,no_resolution
"Vision problem not resolved. 
Instrument issue",no_resolution
"Issue has not been resolved, no questions has been answered that I asked for assistance on this ticket.",no_resolution
the ticket is resolved but I do not have access to mainframe,no_resolution
The issue is NOT resolved even though it says it is resolved.,no_resolution
"The ticket says resolved, but it was not resolved at all.",no_resolution
Issue was not resolved and ticket was closed! No one contacted for issue and what was recorded as locked out/human error is not the case.  I explained to service rep that I needed CIPS application and ticket was closed without resolution. very frustrating,no_resolution
Issue was not resolved. Received an email that i didn't do it properly although a IT service desk personnel had  done it themselves and a link for an application to do a ticket.,no_resolution
I'm still not able to access my report and IT closed my ticket...I'm not sure why.  VERY unsatisfied!!,no_resolution
Staple cartridge still isn't working.  Copy machine has error message telling me staple cartridge is low.  I tried stapling copies this morning & there weren't any staples.  Please refill again!,no_resolution
This issue is not completely resolved.  Firstname and last name on the AD account still shows as TEST USER,no_resolution
Issue persists.,no_resolution
"We are still having the issue, we were asked to send screen shots when it happens and the ticket was then closed.  I can not predict when the phone is going to have this issue, so I am waiting for my team to send screenshots.",no_resolution
the printer has not been connected to the computer in MRI Mobile 3,no_resolution
I received an email that my issue has been fixed but it has not been fixed,no_resolution
I still haven't received payment from OneLink! From mileage on 09/22/2021!,no_resolution
this request is still not completed.. waiting for a follow up from person ticket is assigned to,no_resolution
issue is not resolved. Technician stated is a statewide issue for remote workers however other coworkers' networks seem to be running fine. I still cannot open or save documents.,no_resolution
"I don't believe the technician understood the issue, and I don't believe the issue was resolved. My desk phone display reads: (707) 570-2430. That's what others see when I call them. When they try to call that number back, the call doesn't go through. In ""My HR"" profile, my number is displayed as both (707) 566-2430 and (707) 570-2430. The number with the 566 prefix works when it is dialed.",no_resolution
The issue was never addressed or resolved. I am still having the same problem and am submitting another ticket.,no_resolution
Problem was never resolved.,no_resolution
"Problem wasn't resolved - I ended up resolving the problem myself, granted this was a problem with my printer in a telecommuting, remote environment, but this person did not seem to have good competence in this area to help me.",no_resolution
This was never resolved,no_resolution
"ABSOLUTLY HORRIBLE!!!!!! 
My ticket was not closed! it should still be very open because my issue is NOT resolved! This is how I do my job everyday! This is a major issue and needs to be addressed not closed! 
Very annoying. 

Please DO NOT REPLY to this email message.
The incident: INC12917035 you submitted on 2021-11-11 15:46:06 has been resolved.


The issue submitted was: 2021111118033-(MSCC) From my phone via chats, tried to warm transfer the caller to 720-613-3297. It wont work. Say's call can not be completed

The incident was resolved with the close code of: No Action Taken / Resolved Itself or by Caller",no_resolution
Please do not close the ticket unless you confirm with client the issue has been resolved.,no_resolution
Issue was not resolved.  I was given an explanation of to why it might be happening and was told it was a different department that can fix the issue.,no_resolution
The telephone menu/navigation for the HELP DESK is totally broken.,no_resolution
"Problem was not resolved and they told me to call,  I called and never got a call back",no_resolution
My issue is not resolved,no_resolution
"someone called back the following days but nobody really came and fix the problems.
Local IT tech came but the issue wasn't really IT but Health Connect. Tried Health Connect and nobody came. Only have an email response that the problem was resolved which was not true. LiAR",no_resolution
I was not contacted after my problem was escalated.  I have don't know if the problem has been resolved.,no_resolution
"I received an e-mail stating the problem was resolved. While there is no longer an issue, no one came to service the centrifuge and I was not given guidance as another e-mail states.",no_resolution
"The service desk representative was very nice and tried her best to help me, but the issue was not resolved. I was having video visit connection issues the entire day and only had that time to resolve it. This is why I rated my satisfaction low",no_resolution
I tried to contact the agent and  did not receive a response. My issue was not addressed.,no_resolution
The problem is not fixed. It was 30 minutes and he had to go.,no_resolution
The ticket was closed and not resolved. It was a very big issue and I was asked to contact Molina IT to see if it was on their end which I know very little about. We did not get an answer or exact work around for over 10 days or so. It was very frustrating not having an answer and not feeling like our situation was being worked as a priority.,no_resolution
my issues is still unresolved,no_resolution
This issue is not resolved.,no_resolution
my issue has not been resolved. We have called multiple times to have this fixed and I still do not have the correct access to the system.(Still in inpatient),no_resolution
"Ticket was marked resolved and issue was never addressed.  I now have to start the process over and all the national help desk to open a new ticket?  
No response using the chat feature either.",no_resolution
